"ID_Beneficiario","Fecha_Intervencion","Municipio","Tipo_Actividad","Genero","Edad","Tipo_Poblacion","Costo_Intervencion","Nivel_Satisfaccion"
1961,2024-10-31,"Bucaramanga","Entrega de Kits Escolares","Masculino",5,"Lider Comunitario",22000,2
1962,2025-11-22,"Bucaramanga","Entrega de Kits Escolares","Masculino",24,"Estudiante",192000,3
1963,2025-06-28,"Ipiales","Apoyo Psicosocial","Femenino",25,"Estudiante",99000,5
1964,2025-10-13,"Tibú","Taller de Gestión del Riesgo","Masculino",7,"Docente",NA,4
1965,2024-10-07,"Bucaramanga","Apoyo Psicosocial","Masculino",9,"Padre/Madre",149000,NA
1966,2025-11-04,"Bucaramanga","Apoyo Psicosocial","Femenino",2,"Estudiante",235000,2
1967,2025-04-04,"Tibú","Taller de Gestión del Riesgo","Femenino",25,"Estudiante",95000,4
1968,2024-01-18,"Ipiales","Taller de Gestión del Riesgo","Masculino",23,"Lider Comunitario",105000,4
1969,2025-10-12,"Arauca","Apoyo Psicosocial","Masculino",16,"Lider Comunitario",225000,5
1970,2025-04-10,"Tibú","Apoyo Psicosocial","Femenino",15,"Lider Comunitario",174000,4
1971,2024-12-28,"Pasto","Formación a Docentes","Masculino",14,"Estudiante",114000,5
1972,2024-04-08,"Pamplona","Taller de Gestión del Riesgo","mujer",15,"Padre/Madre",175000,4
1973,2024-07-07,"Ipiales","Taller de Gestión del Riesgo","Masculino",16,"Lider Comunitario",203000,4
1974,2025-05-11,"Bucaramanga","Taller de Gestión del Riesgo","No binario",14,"Docente",NA,3
1975,2025-02-28,"Cúcuta","Taller de Gestión del Riesgo","Femenino",21,"Lider Comunitario",134000,3
1976,2024-08-03,"Cúcuta","Formación a Docentes","F",150,"Lider Comunitario",239000,4
1977,2024-08-20,"Arauca","Adecuación de Aulas","No binario",-3,"Estudiante",159000,3
1978,2024-12-09,"Tibú","Apoyo Psicosocial","hombre",27,"Padre/Madre",226000,2
1979,2024-01-11,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",34,"Docente",63000,5
1980,2025-09-16,"Bucaramanga","Adecuación de Aulas","Femenino",7,"Lider Comunitario",194000,4
1981,2024-04-23,"Arauca","Taller de Gestión del Riesgo","Masculino",20,"Lider Comunitario",34000,4
1982,2025-09-10,"Bucaramanga","Formación a Docentes","Femenino",20,"Estudiante",236000,3
1983,2025-10-10,"Cúcuta","Adecuación de Aulas","Femenino",10,"Padre/Madre",130000,4
1984,2024-01-31,"Bucaramanga","Entrega de Kits Escolares","Femenino",17,"Padre/Madre",143000,4
1985,2025-06-17,"Cúcuta","Taller de Gestión del Riesgo","Masculino",15,"Docente",108000,3
1986,2024-04-19,"Tibú","Apoyo Psicosocial","Masculino",27,"Estudiante",120000,2
1987,2025-05-09,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",9,"Estudiante",138000,5
1988,2024-01-23,"Bucaramanga","Apoyo Psicosocial","Femenino",31,"Lider Comunitario",95000,3
1989,2025-10-09,"Pasto","Taller de Gestión del Riesgo","Masculino",24,"Padre/Madre",42000,4
1990,2024-12-04,"Pasto","Entrega de Kits Escolares","Masculino",8,"Docente",71000,2
1991,2024-11-12,"Pamplona","Adecuación de Aulas","Masculino",21,"Lider Comunitario",42000,4
1992,2024-04-05,"Pamplona","Adecuación de Aulas","Masculino",21,"Lider Comunitario",197000,5
1993,2025-01-16,"Cúcuta","Apoyo Psicosocial","Femenino",10,"Padre/Madre",114000,4
1994,2024-01-30,"Bucaramanga","Apoyo Psicosocial","Femenino",-1,"Docente",55000,3
1995,2025-06-28,"Tibú","Apoyo Psicosocial","No binario",20,"Docente",119000,5
1996,2025-02-07,"Tibú","Adecuación de Aulas","Femenino",12,"Lider Comunitario",110000,5
1997,2025-05-10,"Pasto","Entrega de Kits Escolares","Masculino",11,"Estudiante",144000,4
1998,2024-04-07,"Pamplona","Taller de Gestión del Riesgo","Femenino",28,"Padre/Madre",110000,3
1999,2025-04-29,"Pamplona","Apoyo Psicosocial","No binario",6,"Padre/Madre",72000,4
2000,2025-03-25,NA,"Entrega de Kits Escolares","No binario",17,"Padre/Madre",44000,4
2001,2025-04-20,"Cúcuta","Entrega de Kits Escolares","Masculino",2,"Docente",160000,4
2002,2025-05-11,"Arauca","Taller de Gestión del Riesgo","Femenino",15,"Estudiante",218000,2
2003,2025-03-09,"Bucaramanga","Formación a Docentes","Masculino",19,"Lider Comunitario",160000,5
2004,2025-02-03,"Cúcuta","Entrega de Kits Escolares","Masculino",-6,"Docente",111000,5
2005,2025-01-20,"Cúcuta","Adecuación de Aulas","hombre",13,"Docente",233000,5
2006,2024-03-31,"Bucaramanga","Adecuación de Aulas","M",17,"Estudiante",178000,5
2007,2024-02-01,"Ipiales","Apoyo Psicosocial","M",10,"Estudiante",38000,5
2008,2025-08-23,"Bucaramanga","Entrega de Kits Escolares","M",24,"Lider Comunitario",188000,4
2009,2025-02-26,NA,"Entrega de Kits Escolares","Masculino",3,"Lider Comunitario",162000,4
2010,2024-12-19,"Tibú","Apoyo Psicosocial","F",11,"Estudiante",247000,3
2011,2025-11-24,"Bucaramanga","Adecuación de Aulas","Femenino",4,"Docente",20000,4
2012,2025-09-10,"Pasto","Apoyo Psicosocial","Femenino",-5,"Estudiante",214000,4
2013,2024-10-06,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",-2,"Estudiante",98000,4
2014,2025-07-26,"Tibú","Entrega de Kits Escolares","Femenino",5,"Lider Comunitario",124000,4
2015,2024-04-04,"Ipiales","Apoyo Psicosocial","Masculino",16,"Estudiante",22000,3
2016,2025-10-28,"Ipiales ","Taller de Gestión del Riesgo","mujer",16,"Estudiante",56000,4
2017,2024-09-24,"Bucaramanga","Entrega de Kits Escolares","hombre",9,"Lider Comunitario",120000,3
2018,2025-04-29,"Pasto","Formación a Docentes","M",14,"Padre/Madre",232000,4
2019,2024-07-24,"Cúcuta","Formación a Docentes","F",21,"Docente",162000,3
2020,2025-10-23,"Bucaramanga","Formación a Docentes","Masculino",5,"Padre/Madre",148000,1
2021,2024-10-17,"Pamplona","Entrega de Kits Escolares","Femenino",21,"Docente",168000,5
2022,2024-06-26,"Bucaramanga","Adecuación de Aulas","Femenino",21,"Lider Comunitario",34000,4
2023,2025-07-21,"Pamplona","Taller de Gestión del Riesgo","Femenino",6,"Padre/Madre",244000,4
2024,2024-05-12,"Tibú","Adecuación de Aulas","Femenino",24,"Estudiante",129000,2
2025,2025-06-07,"Cúcuta","Apoyo Psicosocial","Masculino",20,"Lider Comunitario",151000,5
2026,2024-05-15,"Pamplona","Formación a Docentes","Femenino",29,"Docente",245000,4
2027,2024-11-06,"Cúcuta","Apoyo Psicosocial","F",20,"Padre/Madre",183000,4
2028,2025-06-24,"Pamplona","Formación a Docentes","Masculino",48,"Padre/Madre",160000,3
2029,2024-10-22,"Bucaramanga","Apoyo Psicosocial","No binario",32,"Padre/Madre",116000,NA
2030,2025-08-20,"Cúcuta","Entrega de Kits Escolares","Femenino",23,"Lider Comunitario",163000,4
2031,2024-01-07,"Bucaramanga","Entrega de Kits Escolares","Masculino",9,"Docente",249000,4
2032,2024-03-05,"Pasto","Entrega de Kits Escolares","Masculino",15,"Padre/Madre",174000,5
2033,2024-06-07,"Cúcuta","Apoyo Psicosocial","Femenino",3,"Padre/Madre",181000,5
2034,2025-06-02,"Arauca","Formación a Docentes","Masculino",12,"Lider Comunitario",222000,1
2035,2024-11-21,"Cúcuta","Formación a Docentes","No binario",23,"Docente",15000,5
2036,2024-05-04,"Cúcuta","Entrega de Kits Escolares","Femenino",-2,"Estudiante",40000,3
2037,2025-10-08,"Arauca","Formación a Docentes","Masculino",36,"Padre/Madre",44000,1
2038,2025-05-13,"Tibú","Adecuación de Aulas","Femenino",23,"Estudiante",51000,NA
2039,2025-01-28,"Tibú","Formación a Docentes","M",28,"Estudiante",177000,2
2040,2025-06-23,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",3,"Docente",NA,4
2041,2025-09-22,"Cúcuta","Apoyo Psicosocial","F",27,"Estudiante",98000,3
2042,2025-04-22,"Cúcuta","Taller de Gestión del Riesgo","Masculino",9,"Padre/Madre",78000,4
2043,2024-11-30,"Cúcuta","Entrega de Kits Escolares","Femenino",16,"Padre/Madre",119000,4
2044,2025-03-09,"Cúcuta","Apoyo Psicosocial","Femenino",27,"Padre/Madre",157000,4
2045,2025-10-02,"Bucaramanga","Apoyo Psicosocial","Femenino",27,"Estudiante",108000,4
2046,2025-10-27,"Tibú","Adecuación de Aulas","F",9,"Lider Comunitario",2e+05,4
2047,2025-05-01,"Cúcuta","Apoyo Psicosocial","M",19,"Lider Comunitario",53000,4
2048,2024-11-20,"cucuta","Apoyo Psicosocial","M",22,"Padre/Madre",183000,4
2049,2024-01-23,"Cúcuta","Taller de Gestión del Riesgo","mujer",19,"Estudiante",67000,3
2050,2024-10-10,"Pasto","Adecuación de Aulas","Masculino",20,"Estudiante",232000,4
2051,2025-01-27,"Cúcuta","Formación a Docentes","Femenino",11,"Lider Comunitario",104000,2
2052,2025-02-13,"Cúcuta","Adecuación de Aulas","Masculino",31,"Estudiante",129000,3
2053,2025-12-25,"Arauca","Formación a Docentes","M",9,"Estudiante",209000,1
2054,2024-02-25,"Pamplona","Adecuación de Aulas","Femenino",21,"Estudiante",80000,4
2055,2025-11-26,"Tibú","Adecuación de Aulas","Femenino",-10,"Docente",210000,5
2056,2025-07-13,"Pasto","Entrega de Kits Escolares","Masculino",18,"Estudiante",117000,3
2057,2025-03-20,"Arauca","Taller de Gestión del Riesgo","Femenino",27,"Padre/Madre",37000,4
2058,2024-01-28,"Pasto","Entrega de Kits Escolares","Femenino",7,"Docente",197000,3
2059,2024-01-16,"Pasto","Taller de Gestión del Riesgo","Masculino",12,"Lider Comunitario",62000,1
2060,2025-01-04,"Cúcuta","Apoyo Psicosocial","Femenino",12,"Lider Comunitario",51000,4
2061,2025-01-23,"Arauca","Taller de Gestión del Riesgo","Masculino",13,"Lider Comunitario",185000,3
2062,2025-11-06,"Bucaramanga","Entrega de Kits Escolares","Femenino",17,"Padre/Madre",142000,3
2063,2025-10-14,NA,"Entrega de Kits Escolares","Masculino",26,"Padre/Madre",73000,5
2064,2025-05-19,"Cúcuta","Formación a Docentes","Femenino",33,"Lider Comunitario",182000,3
2065,2025-01-23,NA,"Adecuación de Aulas","Femenino",24,"Estudiante",47000,5
2066,2025-09-20,"Pamplona","Adecuación de Aulas","Femenino",12,"Padre/Madre",1e+05,2
2067,2025-02-02,"Bucaramanga","Taller de Gestión del Riesgo","F",11,"Padre/Madre",136000,5
2068,2025-04-07,"Cúcuta","Taller de Gestión del Riesgo","Masculino",2,"Lider Comunitario",118000,4
2069,2025-03-26,"Bucaramanga","Formación a Docentes","Masculino",15,"Estudiante",239000,2
2070,2025-07-27,"Ipiales","Formación a Docentes","Femenino",6,"Lider Comunitario",99000,4
2071,2024-01-31,"Pasto","Adecuación de Aulas","Masculino",9,"Docente",175000,3
2072,2025-09-21,"Arauca","Entrega de Kits Escolares","Femenino",36,"Docente",71000,4
2073,2024-07-13,"Ipiales","Taller de Gestión del Riesgo","hombre",-6,"Padre/Madre",222000,2
2074,2024-07-27,"Arauca","Entrega de Kits Escolares","M",10,"Docente",224000,2
2075,2025-09-05,"Cúcuta","Taller de Gestión del Riesgo","Masculino",15,"Lider Comunitario",46000,3
2076,2024-07-29,"Tibú","Taller de Gestión del Riesgo","Masculino",1,"Estudiante",81000,3
2077,2024-11-03,"Pasto","Adecuación de Aulas","M",9,"Lider Comunitario",144000,5
2078,2025-06-12,"Ipiales","Adecuación de Aulas","Masculino",4,"Padre/Madre",23000,4
2079,2024-05-22,"Ipiales","Adecuación de Aulas","No binario",19,"Docente",NA,5
2080,2025-12-20,"Cúcuta","Apoyo Psicosocial","Masculino",16,"Padre/Madre",150000,4
2081,2024-08-28,"Pasto ","Formación a Docentes","mujer",16,"Docente",236000,5
2082,2025-05-14,"Ipiales","Apoyo Psicosocial","Femenino",30,"Estudiante",243000,5
2083,2025-10-08,"Pamplona ","Formación a Docentes","No binario",13,"Docente",64000,4
2084,2025-02-26,"Bucaramanga","Entrega de Kits Escolares","Femenino",-5,"Lider Comunitario",136000,2
2085,2024-10-21,"Ipiales","Apoyo Psicosocial","Masculino",14,"Docente",98000,4
2086,2025-12-30,"Ipiales","Taller de Gestión del Riesgo","Masculino",22,"Docente",215000,3
2087,2024-11-26,"Arauca","Formación a Docentes","Femenino",15,"Lider Comunitario",114000,NA
2088,2024-07-10,"Arauca","Apoyo Psicosocial","Femenino",18,"Estudiante",NA,1
2089,2024-07-22,"cucuta","Apoyo Psicosocial","Femenino",26,"Padre/Madre",44000,2
2090,2024-10-27,"Cúcuta","Apoyo Psicosocial","Femenino",4,"Docente",154000,3
2091,2024-09-05,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",4,"Docente",231000,NA
2092,2025-07-26,"Bucaramanga","Formación a Docentes","Femenino",8,"Docente",180000,2
2093,2024-09-02,"Cúcuta","Entrega de Kits Escolares","Femenino",12,"Lider Comunitario",240000,4
2094,2025-12-16,"Bucaramanga","Formación a Docentes","Femenino",10,"Estudiante",99000,4
2095,2025-04-12,"Pasto","Apoyo Psicosocial","Femenino",20,"Docente",81000,5
2096,2024-03-03,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",4,"Estudiante",58000,NA
2097,2025-10-18,"Pamplona","Taller de Gestión del Riesgo","Femenino",-5,"Docente",120000,5
2098,2024-04-27,"Bucaramanga","Formación a Docentes","Femenino",20,"Docente",226000,5
2099,2024-07-30,"Cúcuta","Formación a Docentes","Femenino",17,"Estudiante",83000,5
2100,2024-03-03,"Bucaramanga","Formación a Docentes","Femenino",41,"Lider Comunitario",217000,1
2101,2025-01-03,"Arauca","Adecuación de Aulas","Femenino",10,"Docente",194000,3
2102,2025-10-11,"Ipiales","Taller de Gestión del Riesgo","Femenino",20,"Docente",203000,4
2103,2025-04-30,"Bucaramanga","Apoyo Psicosocial","Femenino",10,"Lider Comunitario",126000,3
2104,2025-12-15,"Bucaramanga","Adecuación de Aulas","Masculino",29,"Padre/Madre",NA,1
2105,2025-05-01,"Pasto","Adecuación de Aulas","Femenino",22,"Lider Comunitario",58000,5
2106,2025-07-14,"Ipiales","Apoyo Psicosocial","hombre",25,"Docente",175000,2
2107,2024-05-04,"Cúcuta","Apoyo Psicosocial","M",21,"Padre/Madre",121000,4
2108,2024-09-07,"Bucaramanga","Taller de Gestión del Riesgo","mujer",-1,"Estudiante",219000,4
2109,2024-05-11,"Pamplona","Adecuación de Aulas","M",3,"Docente",188000,4
2110,2024-09-29,"Bucaramanga","Adecuación de Aulas","Masculino",8,"Lider Comunitario",77000,NA
2111,2024-02-19,"Tibú","Entrega de Kits Escolares","F",150,"Padre/Madre",152000,4
2112,2025-07-22,"Pamplona","Formación a Docentes","Femenino",-2,"Lider Comunitario",127000,3
2113,2025-03-18,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",1,"Padre/Madre",187000,5
2114,2025-08-05,"Cúcuta","Formación a Docentes","Femenino",-7,"Padre/Madre",64000,4
2115,2025-10-19,"Arauca","Adecuación de Aulas","Femenino",18,"Padre/Madre",69000,4
2116,2024-10-26,"Arauca","Entrega de Kits Escolares","Femenino",15,"Docente",49000,3
2117,2024-03-10,"Bucaramanga","Formación a Docentes","Masculino",23,"Lider Comunitario",49000,4
2118,2025-09-19,"Arauca","Adecuación de Aulas","Masculino",19,"Estudiante",148000,4
2119,2025-08-03,"Cúcuta","Entrega de Kits Escolares","Masculino",20,"Lider Comunitario",86000,5
2120,2025-04-29,"Cúcuta","Entrega de Kits Escolares","Femenino",13,"Padre/Madre",181000,3
2121,2024-09-13,"Ipiales","Formación a Docentes","Femenino",5,"Padre/Madre",212000,4
2122,2024-04-05,"Bucaramanga","Apoyo Psicosocial","Masculino",-7,"Docente",NA,4
2123,2024-06-06,"Tibú","Entrega de Kits Escolares","Masculino",18,"Docente",146000,3
2124,2024-06-14,"Cúcuta","Apoyo Psicosocial","Masculino",18,"Docente",128000,4
2125,2024-09-24,"Bucaramanga","Apoyo Psicosocial","Masculino",21,"Docente",67000,3
2126,2025-10-31,"Ipiales","Taller de Gestión del Riesgo","M",-9,"Lider Comunitario",78000,5
2127,2025-12-24,"Ipiales","Entrega de Kits Escolares","Femenino",9,"Padre/Madre",141000,4
2128,2025-01-18,"Pasto","Adecuación de Aulas","M",-5,"Estudiante",154000,4
2129,2024-07-19,"Pamplona","Apoyo Psicosocial","F",14,"Padre/Madre",50000,4
2130,2024-01-02,"Pamplona","Taller de Gestión del Riesgo","Femenino",13,"Lider Comunitario",63000,4
2131,2024-01-05,"Pamplona","Adecuación de Aulas","Masculino",0,"Lider Comunitario",199000,5
2132,2025-10-27,"Bucaramanga","Adecuación de Aulas","Femenino",19,"Docente",152000,4
2133,2024-05-25,"Pasto","Apoyo Psicosocial","Femenino",-2,"Estudiante",93000,4
2134,2025-02-17,"Bucaramanga","Formación a Docentes","Masculino",-7,"Lider Comunitario",69000,4
2135,2024-01-07,"Arauca","Entrega de Kits Escolares","Masculino",29,"Estudiante",247000,4
2136,2024-09-18,"Cúcuta","Entrega de Kits Escolares","Masculino",14,"Lider Comunitario",247000,1
2137,2024-08-28,"Bucaramanga","Apoyo Psicosocial","M",24,"Padre/Madre",107000,5
2138,2024-07-12,"Arauca","Taller de Gestión del Riesgo","Femenino",17,"Padre/Madre",32000,3
2139,2025-07-14,"Ipiales","Adecuación de Aulas","No binario",2,"Lider Comunitario",151000,4
2140,2024-08-08,"Arauca","Taller de Gestión del Riesgo","Masculino",13,"Lider Comunitario",190000,2
2141,2025-03-13,"Cúcuta","Taller de Gestión del Riesgo","Femenino",15,"Padre/Madre",197000,NA
2142,2024-01-19,"Ipiales","Apoyo Psicosocial","Femenino",12,"Lider Comunitario",149000,4
2143,2024-09-21,"Cúcuta","Formación a Docentes","Femenino",8,"Lider Comunitario",143000,5
2144,2025-12-28,"Bucaramanga","Entrega de Kits Escolares","Masculino",9,"Lider Comunitario",52000,4
2145,2024-03-25,"Pamplona","Taller de Gestión del Riesgo","Masculino",12,"Padre/Madre",117000,2
2146,2024-02-07,"Bucaramanga","Adecuación de Aulas","Masculino",8,"Estudiante",227000,2
2147,2025-06-24,"Cúcuta","Adecuación de Aulas","No binario",3,"Padre/Madre",249000,4
2148,2025-10-27,"Arauca","Taller de Gestión del Riesgo","Femenino",24,"Lider Comunitario",78000,1
2149,2025-09-08,"Arauca","Adecuación de Aulas","Femenino",28,"Lider Comunitario",107000,3
2150,2024-12-23,"Bucaramanga","Adecuación de Aulas","Masculino",18,"Estudiante",81000,4
2151,2025-03-20,"Bucaramanga","Adecuación de Aulas","Femenino",10,"Docente",225000,2
2152,2024-11-09,"Arauca","Adecuación de Aulas","Femenino",5,"Lider Comunitario",122000,4
2153,2024-01-13,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",17,"Lider Comunitario",111000,5
2154,2025-01-23,"Tibú","Taller de Gestión del Riesgo","Masculino",19,"Estudiante",240000,NA
2155,2024-05-31,"Cúcuta","Entrega de Kits Escolares","Femenino",25,"Lider Comunitario",237000,1
2156,2025-04-28,"cucuta","Entrega de Kits Escolares","No binario",24,"Padre/Madre",29000,2
2157,2024-08-02,"Pamplona","Taller de Gestión del Riesgo","Masculino",27,"Docente",67000,2
2158,2025-01-27,"Bucaramanga","Adecuación de Aulas","mujer",11,"Padre/Madre",182000,5
2159,2024-04-22,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",7,"Estudiante",176000,5
2160,2025-06-25,"Ipiales","Entrega de Kits Escolares","Femenino",-6,"Docente",171000,5
2161,2025-11-17,"Pasto","Taller de Gestión del Riesgo","F",17,"Docente",NA,4
2162,2025-08-25,"Ipiales","Entrega de Kits Escolares","Femenino",9,"Docente",107000,5
2163,2024-04-17,"Cúcuta","Adecuación de Aulas","M",18,"Estudiante",25000,3
2164,2025-07-03,"Cúcuta","Entrega de Kits Escolares","Femenino",20,"Padre/Madre",38000,3
2165,2025-12-17,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",21,"Padre/Madre",69000,4
2166,2024-01-07,"Ipiales","Formación a Docentes","Masculino",0,"Padre/Madre",181000,3
2167,2025-08-28,"Ipiales","Adecuación de Aulas","Masculino",10,"Padre/Madre",124000,5
2168,2025-08-25,"Pamplona","Entrega de Kits Escolares","Femenino",18,"Estudiante",155000,5
2169,2025-09-25,"Pasto","Taller de Gestión del Riesgo","No binario",12,"Estudiante",98000,NA
2170,2025-09-30,"Arauca","Entrega de Kits Escolares","No binario",24,"Estudiante",226000,1
2171,2025-04-28,"Cúcuta","Entrega de Kits Escolares","Femenino",12,"Docente",82000,5
2172,2025-04-28,"Bucaramanga","Adecuación de Aulas","Femenino",15,"Lider Comunitario",151000,5
2173,2025-04-07,"Pamplona","Apoyo Psicosocial","M",3,"Docente",50000,3
2174,2025-09-20,"Cúcuta","Formación a Docentes","Masculino",26,"Padre/Madre",232000,3
2175,2025-12-22,"Cúcuta","Formación a Docentes","Masculino",6,"Docente",149000,NA
2176,2025-01-09,"Cúcuta","Adecuación de Aulas","Masculino",24,"Docente",20000,4
2177,2024-02-08,"Tibú","Entrega de Kits Escolares","Masculino",19,"Estudiante",129000,3
2178,2024-02-24,"Bucaramanga","Apoyo Psicosocial","Femenino",24,"Docente",218000,5
2179,2025-07-05,"Pasto","Taller de Gestión del Riesgo","Femenino",19,"Estudiante",164000,4
2180,2025-10-11,"Bucaramanga","Formación a Docentes","No binario",-6,"Docente",139000,4
2181,2025-09-03,"Tibú","Formación a Docentes","Femenino",8,"Padre/Madre",223000,5
2182,2024-07-05,"Bucaramanga","Formación a Docentes","Masculino",3,"Estudiante",176000,5
2183,2024-07-10,"Pasto","Entrega de Kits Escolares","Masculino",19,"Padre/Madre",204000,4
2184,2024-09-23,"Cúcuta","Formación a Docentes","Femenino",2,"Estudiante",46000,4
2185,2025-12-26,"Bucaramanga","Formación a Docentes","Femenino",13,"Estudiante",108000,2
2186,2024-01-06,"Bucaramanga","Apoyo Psicosocial","Masculino",13,"Padre/Madre",236000,3
2187,2025-03-20,"Pasto","Apoyo Psicosocial","hombre",12,"Padre/Madre",181000,4
2188,2024-12-02,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",9,"Lider Comunitario",21000,1
2189,2025-05-25,"Tibú","Taller de Gestión del Riesgo","F",20,"Lider Comunitario",193000,4
2190,2024-02-27,"Pasto","Entrega de Kits Escolares","Masculino",26,"Estudiante",44000,5
2191,2024-02-21,"Cúcuta","Entrega de Kits Escolares","Masculino",0,"Padre/Madre",166000,3
2192,2025-02-10,"Pamplona","Entrega de Kits Escolares","hombre",14,"Padre/Madre",220000,4
2193,2025-12-27,"Bucaramanga","Adecuación de Aulas","M",-1,"Padre/Madre",103000,4
2194,2024-08-09,"Pasto","Adecuación de Aulas","Femenino",11,"Docente",21000,5
2195,2024-02-22,"Bucaramanga","Apoyo Psicosocial","Masculino",20,"Docente",15000,2
2196,2024-04-08,"Cúcuta","Entrega de Kits Escolares","Masculino",29,"Docente",158000,3
2197,2025-09-29,"Bucaramanga","Adecuación de Aulas","Masculino",25,"Lider Comunitario",94000,4
2198,2025-02-09,"Cúcuta","Formación a Docentes","Femenino",16,"Padre/Madre",145000,4
2199,2025-01-29,"Cúcuta","Entrega de Kits Escolares","M",15,"Estudiante",91000,1
2200,2025-09-15,"Bucaramanga","Adecuación de Aulas","Masculino",18,"Lider Comunitario",224000,5
2201,2025-06-19,"Tibú","Adecuación de Aulas","Femenino",6,"Padre/Madre",25000,5
2202,2025-02-20,"Cúcuta","Adecuación de Aulas","Masculino",11,"Padre/Madre",118000,3
2203,2024-06-30,"Bucaramanga","Adecuación de Aulas","Femenino",13,"Lider Comunitario",166000,4
2204,2024-12-12,"Pamplona","Adecuación de Aulas","Masculino",21,"Docente",81000,4
2205,2025-01-19,"cucuta","Formación a Docentes","Femenino",1,"Estudiante",30000,4
2206,2024-02-14,"Cúcuta","Entrega de Kits Escolares","Femenino",26,"Lider Comunitario",95000,3
2207,2024-05-13,"Bucaramanga","Adecuación de Aulas","Masculino",30,"Estudiante",230000,4
2208,2024-03-02,"Ipiales","Formación a Docentes","Masculino",6,"Estudiante",79000,5
2209,2024-05-22,"Cúcuta","Apoyo Psicosocial","mujer",25,"Estudiante",24000,4
2210,2025-11-30,"Ipiales","Formación a Docentes","hombre",18,"Lider Comunitario",230000,1
2211,2024-11-06,"Ipiales","Taller de Gestión del Riesgo","No binario",6,"Lider Comunitario",138000,5
2212,2025-05-17,"Pasto","Adecuación de Aulas","Masculino",25,"Docente",44000,3
2213,2024-07-14,"Ipiales","Apoyo Psicosocial","mujer",3,"Docente",218000,4
2214,2024-11-19,"Ipiales","Taller de Gestión del Riesgo","Femenino",6,"Lider Comunitario",95000,5
2215,2025-12-28,"Pamplona","Entrega de Kits Escolares","Masculino",13,"Docente",139000,5
2216,2025-07-08,"Ipiales","Apoyo Psicosocial","Masculino",0,"Lider Comunitario",214000,5
2217,2024-02-16,"Cúcuta","Entrega de Kits Escolares","Masculino",13,"Lider Comunitario",198000,4
2218,2025-04-26,"Cúcuta","Apoyo Psicosocial","Masculino",4,"Padre/Madre",183000,4
2219,2025-08-03,NA,"Apoyo Psicosocial","M",10,"Padre/Madre",179000,4
2220,2024-06-18,"Bucaramanga","Apoyo Psicosocial","Masculino",24,"Padre/Madre",81000,4
2221,2024-10-14,"Cúcuta","Entrega de Kits Escolares","Masculino",3,"Docente",22000,5
2222,2024-12-10,"Cúcuta","Formación a Docentes","Masculino",31,"Lider Comunitario",130000,4
2223,2025-07-04,"Bucaramanga","Formación a Docentes","Masculino",8,"Estudiante",108000,4
2224,2025-06-08,"Pamplona","Formación a Docentes","Masculino",36,"Lider Comunitario",193000,4
2225,2025-02-25,"Pasto","Formación a Docentes","Femenino",19,"Lider Comunitario",135000,2
2226,2024-03-10,"Bucaramanga","Formación a Docentes","No binario",-3,"Lider Comunitario",NA,5
2227,2025-10-19,"Cúcuta","Apoyo Psicosocial","mujer",34,"Padre/Madre",53000,4
2228,2024-09-28,"Bucaramanga","Entrega de Kits Escolares","Masculino",29,"Docente",144000,4
2229,2024-06-26,"Arauca","Entrega de Kits Escolares","Femenino",10,"Estudiante",165000,3
2230,2024-09-01,"Tibú","Adecuación de Aulas","Femenino",16,"Estudiante",57000,5
2231,2025-07-03,"Arauca","Formación a Docentes","Femenino",26,"Padre/Madre",244000,2
2232,2025-06-22,"Bucaramanga","Entrega de Kits Escolares","Femenino",-3,"Lider Comunitario",NA,4
2233,2024-03-15,"Tibú","Adecuación de Aulas","Femenino",20,"Padre/Madre",230000,1
2234,2024-07-20,"Tibú","Entrega de Kits Escolares","Masculino",35,"Lider Comunitario",133000,1
2235,2025-10-07,"Arauca","Adecuación de Aulas","Masculino",15,"Docente",90000,NA
2236,2024-10-05,"Cúcuta","Adecuación de Aulas","Femenino",-10,"Docente",37000,2
2237,2025-11-18,"Arauca","Adecuación de Aulas","Masculino",23,"Docente",83000,3
2238,2025-09-08,"Cúcuta","Formación a Docentes","M",18,"Estudiante",69000,5
2239,2024-05-22,"Tibú","Formación a Docentes","M",23,"Estudiante",234000,4
2240,2025-06-10,"Bucaramanga","Adecuación de Aulas","Femenino",-5,"Lider Comunitario",112000,NA
2241,2024-10-01,"Cúcuta","Adecuación de Aulas","mujer",28,"Estudiante",49000,3
2242,2024-06-02,"Ipiales","Taller de Gestión del Riesgo","Femenino",4,"Padre/Madre",83000,5
2243,2024-05-22,"Ipiales","Formación a Docentes","Femenino",7,"Estudiante",NA,4
2244,2025-01-13,"Pasto","Taller de Gestión del Riesgo","Masculino",18,"Padre/Madre",41000,2
